record_id,school_name,region,school_type,academic_year,grade,subject,male_count,female_count,total_enrollment,dropout_rate,avg_performance_score,pass_rate,teacher_student_ratio,budget_per_student_usd,data_quality_flag
4929, Pinecrest Elementary , East,Public,2021,Grade 2,Social Studies,45,27.0,72.0,0.0269,88.4,0.898,0.0461,9070.85,clean
5087,Crestwood Academy,Central,Charter,2021,Grade 10,Science,12,39.0,51.0,0.0591,86.8,0.8765,0.0396,10242.05,clean
7537,Greenwood High School,North,Public,2023,Grade 8,Science,35,39.0,74.0,0.0553,81.0,0.7899,0.0332,6868.84,clean
2959,Bluebell Primary,Central,Public,2019,Grade 4,Social Studies,38,44.0,82.0,0.0417,,0.6212,0.0469,6680.77,missing_score
10043,Stonegate Secondary,East,Private,2024,Grade 5,English,27,29.0,56.0,0.0305,63.6,0.587,0.0432,3125.93,clean
2310,Southview Academy,South,Private,2019,Grade 6,Arts,30,34.0,64.0,0.0498,73.5,0.6783,0.0576,4876.55,clean
7456,Bluebell Primary,Central,Public,2022,Grade 4,Mathematics,37,53.0,90.0,0.0547,51.3,0.5666,0.0418,5794.97,clean
6203,Hilltop Institute,West,Private,2022,Grade 5,English,32,25.0,57.0,2.0,67.6,0.741,0.0496,3870.62,outlier_dropout
3094,Sunset Academy,South,Private,2020,Grade 7,Social Studies,35,30.0,65.0,0.0187,68.5,0.6946,0.0507,8421.41,clean
6405,Oakridge International,South,International,2022,Grade 9,Arts,30,42.0,72.0,0.2005,70.1,0.6791,0.0487,,missing_budget
972, Fairview Elementary , South,Public,2018,Grade 3,Science,42,27.0,69.0,0.0165,54.0,0.5221,0.0432,10844.55,clean
5014,Valleyview High,West,Public,2021,Grade 7,Social Studies,49,47.0,96.0,0.0019,57.1,0.5584,0.034,7012.01,clean
4249,Harborview Academy,North,Public,2020,Grade 10,Social Studies,51,43.0,94.0,0.0283,60.2,0.6115,0.052,9626.87,clean
2990,Bluebell Primary,Central,Public,2019,Grade 10,Art,45,51.0,96.0,0.0238,63.4,0.6068,0.0571,4820.92,clean
8493,Fairview Elementary,South,Public,2023,Grade 7,English,48,36.0,84.0,0.1239,72.0,0.7115,0.0583,5483.59,clean
5206,Eastbrook Institute,East,Charter,2021,Grade 10,Mathematics,19,56.0,75.0,0.0318,69.4,0.6467,0.0541,5512.3,clean
5208,Eastbrook Institute,East,Charter,2021,Grade 10,English,37,26.0,63.0,0.0362,84.6,0.7877,0.0608,11807.18,clean
1978,Pinecrest Elementary,East,Public,2019,Grade 12,English,na,52.0,85.0,0.062,64.7,0.6159,0.0525,11050.3,wrong_datatype
5800,Meadowlands High,South,Charter,2021,Grade 8,Arts,16,16.0,32.0,0.0153,65.7,0.7261,0.0373,8931.1,clean
1561,Sunset Academy,South,Private,2019,Grade 1,Mathematics,31,23.0,54.0,0.0063,80.4,0.7746,0.0426,9042.01,clean
10315,Meadowlands High,South,Charter,2024,Grade 11,Arts,31,36.0,76.0,0.0519,83.8,0.8127,0.0658,7363.12,inconsistent_total
5284,Southview Academy,South,Private,2021,Grade 1,Social Studies,38,39.0,77.0,0.0025,65.8,0.6923,0.0425,10500.61,clean
6624,Northgate School,North,Public,2022,Grade 5,SOCIAL STUDIES,40,50.0,90.0,0.0089,63.8,0.6203,0.0625,4076.67,clean
8298, Southview Academy , South,Private,2023,Grade 4,English,36,20.0,56.0,0.047,80.8,0.7751,0.0307,10446.47,clean
7731,Hilltop Institute,West,Private,2023,Grade 11,Mathematics,30,30.0,60.0,0.0744,72.2,0.7928,0.0501,10395.93,clean
5848,Silverstone School,East,Private,2021,Grade 6,English,39,24.0,63.0,0.0121,,0.9089,0.0313,11113.57,missing_score
10472,Bluebell Primary,Central,Public,2024,Grade 7,Science,42,9.0,51.0,0.1313,71.0,0.6983,0.0558,7604.83,clean
1186,Cedar Ridge Academy,Central,International,2018,Grade 10,math,5,32.0,37.0,0.063,74.8,0.7514,0.0441,5787.13,clean
9183,Hilltop Institute,West,Private,2024,Grade 1,English,50,12.0,62.0,0.0098,76.2,0.7011,0.0634,4154.67,clean
3261,Lakeview Primary,Central,Public,2020,Grade 5,Mathematics,9,46.0,55.0,0.0106,,0.8372,0.0333,5016.36,missing_score
4201,Harborview Academy,North,Public,2020,Grade 1,Mathematics,36,29.0,65.0,0.01,58.2,0.6265,0.0474,7176.64,clean
866,Clearwater High,Central,Public,2018,Grade 6,Mathematics,33,34.0,67.0,0.048,56.1,0.5972,0.0385,7607.12,clean
5221,Westfield Primary,West,Public,2021,Grade 1,Mathematics,34,38.0,72.0,0.0357,56.8,0.5158,0.0651,9842.81,clean
8381,Clearwater High,Central,Public,2023,Grade 9,Mathematics,45,48.0,93.0,0.0345,69.8,0.7591,0.0581,3836.41,clean
9298,Lakeview Primary,Central,Public,2024,Grade 12,English,51,39.0,90.0,0.1286,64.2,0.5963,0.0435,10909.29,clean
5779,Meadowlands High,South,Charter,2021,Grade 4,Social Studies,24,26.0,50.0,0.0773,77.2,0.7145,0.0361,8132.59,clean
1554,Greenwood High School,North,Public,2019,Grade 11,Social Studies,41,13.0,54.0,,71.9,0.7077,0.0416,5783.77,missing_dropout
3148,Riverside  School,East,Public,2020,Grade 6,English,48,37.0,85.0,0.04,77.3,0.7692,0.0353,4900.72,inconsistent_name
5626,Willowbrook High,West,Public,2021,Grade 10,Mathematics,42,36.0,78.0,0.1154,68.1,0.6532,0.0444,8746.59,clean
8871,Silverstone School,East,Private,2023,Grade 11,Mathematics,24,19.0,43.0,0.0743,83.3,0.8321,0.0337,6597.89,clean
6161,Riverside School,East,Public,2022,Grade 9,Mathematics,30,45.0,75.0,0.0183,57.8,0.559,0.0634,8596.53,clean
5919,Redwood Institute,West,Public,2021,Grade 8,Social Studies,21,27.0,48.0,0.1218,71.7,0.5923,0.0485,6056.36,clean
5397,Clearwater High,Central,Public,Year 2021,Grade 12,Science,52,42.0,94.0,0.0732,95.8,0.9847,0.0403,10435.34,clean
10063,Stonegate Secondary,East,Private,2024,Grade 9,English,8,28.0,36.0,0.1105,83.8,0.7659,0.0574,6021.73,clean
2438,Brightstone School,North,Charter,2019,Grade 8,English,48,15.0,63.0,0.0726,70.6,0.7325,0.0603,11293.53,clean
9667,Eastbrook Institute,East,Charter,2024,Grade 2,Science,33,20.0,53.0,0.0356,89.0,,0.058,9797.14,clean
5760,Harborview Academy,North,Public,2021,Grade 12,Arts,50,35.0,85.0,0.2119,57.1,0.6089,0.0548,7767.36,clean
4440,Redwood Institute,West,Public,2020,Grade 12,Arts,32,27.0,59.0,0.0742,39.5,0.3783,0.0551,8373.13,clean
3970,Fairview Elementary,South,Public,2020,Grade 2,Arts,43,33.0,76.0,0.0379,63.7,0.6212,0.0526,5299.15,clean
745,Westfield Primary,West,Public,2018,Grade 5,Arts,,27.0,65.0,0.0463,73.2,0.6924,0.0504,11351.11,wrong_datatype
335,Maplewood Secondary,NORTH,Public,2018,Grade 7,Arts,37,53.0,90.0,0.1187,87.6,0.9573,0.06,4317.93,clean
6341,Maplewood Secondary,North,Public,2022,Grade 9,Mathematics,24,40.0,64.0,0.1043,75.6,0.7304,0.0347,3760.76,clean
2846,Silverstone School,East,Private,2019,Grade 6,Mathematics,33,42.0,75.0,0.0383,71.7,0.6724,0.0346,7329.52,clean
8486, Fairview Elementary ,South ,Public,2023,Grade 6,Mathematics,33,52.0,85.0,0.056,77.8,0.7289,0.0405,7853.09,clean
6117,Sunset Academy,South,Private,2022,Grade 12,SCIENCE,14,19.0,33.0,0.0406,86.8,0.8473,0.0522,3646.93,clean
10262,Meadowlands High,South,Charter,2024,Grade 1,Science,38,38.0,76.0,0.0545,61.2,0.6657,0.0296,10011.63,clean
7116,Willowbrook High,west,Public,2022,Grade 8,Mathematics,53,44.0,97.0,0.0383,72.7,0.617,0.0324,6725.94,clean
6933,Brightstone School,North,Charter,2022,Grade 7,English,27,38.0,65.0,0.0891,65.6,,0.0662,11516.57,clean
1848,Maplewood Secondary,North,Public,2019,Grade 10,English,27,59.0,86.0,0.1175,70.2,0.7001,0.0596,5816.26,clean
3986,Fairview Elementary,South,Public,2020,Grade 6,Mathematics,32,46.0,78.0,0.0416,80.5,0.8631,0.029,10785.64,clean
8949,Bluebell Primary,Central,Public,2023,Grade 2,Social Studies,56,41.0,97.0,0.0086,52.4,0.5488,0.0437,4705.92,clean
3965,Fairview Elementary,South,Public,2020,Grade 1,Arts,20,46.0,66.0,0.0624,60.4,0.5481,0.0641,11765.78,clean
2469,Fairview Elementary,SOUTH,Public,2019,Grade 2,Social Studies,49,50.0,99.0,0.0734,75.6,0.6323,0.0423,10037.85,clean
1579,Sunset Academy,South,Private,2019,Grade 4,Social Studies,20,26.0,46.0,0.1111,68.8,0.6756,0.0658,5178.36,clean
558,Crestwood Academy,Central,Charter,2018,Grade 4,ENGLISH,26,36.0,62.0,0.0267,66.1,0.6243,0.0369,11694.19,clean
6852,Clearwater High,Central,Public,2022,Grade 3,Science,50,37.0,87.0,0.049,72.4,0.7554,0.0562,7610.81,clean
3019,Greenwood High School,North,Public,2020,Grade 4,Social Studies,41,60.0,101.0,0.0195,54.4,0.591,,5173.74,clean
6850,Clearwater High,Central,Public,2022,Grade 2,Arts,44,31.0,75.0,0.026,75.3,0.69,0.0632,8840.26,clean
2739,Harborview Academy,North,Public,2019,Grade 8,Social Studies,42,31.0,73.0,0.0712,76.2,0.6819,0.0328,8108.27,clean
2551,Stonegate Secondary,East,Private,2019,Grade 7,Mathematics,31,37.0,68.0,0.0275,77.4,0.8087,0.0543,9186.97,clean
8973,Bluebell Primary,Central,Public,2023,Grade 7,English,52,16.0,68.0,0.0066,50.4,0.5151,0.039,9170.91,clean
7567,Sunset Academy,South,Private,2023,Grade 2,Science,47,42.0,89.0,0.0165,70.8,0.6563,0.066,10510.55,clean
5973,Bluebell Primary,Central,Public,2021,Grade 7,English,24,47.0,71.0,0.0277,58.6,0.6169,0.0384,3657.73,clean
10484,Bluebell Primary,Central,Public,2024,Grade 9,Social Studies,35,53.0,88.0,0.11,66.1,0.6509,0.0444,11546.27,clean
8954,Bluebell Primary,Central,Public,2023,Grade 3,Social Studies,52,27.0,79.0,,63.0,0.6261,0.0537,9890.4,missing_dropout
1112,Willowbrook High,West,Public,2018,Grade 7,Science,41,31.0,72.0,0.069,64.9,0.6483,0.0295,11178.23,clean
8149,Northgate School,North,Public,2030,Grade 10,Social Studies,35,16.0,51.0,0.0667,89.9,0.8706,0.045,6840.23,invalid_year
6690,Eastbrook Institute,East,Charter,2022,Grade 6,Arts,36,16.0,52.0,0.0563,74.4,0.6664,0.0335,7416.36,clean
3025,Greenwood High School,North,Public,2020,Grade 5,Arts,55,36.0,91.0,0.0508,74.0,0.7592,0.0353,10256.74,clean
1017,Fairview Elementary,South,Public,2018,Grade 12,SCIENCE,38,23.0,61.0,0.0373,84.0,0.8385,0.0368,4527.51,clean
5618,Willowbrook High,West,Public,2021,Grade 8,English,51,59.0,110.0,0.0782,98.2,1.0,0.0494,11040.63,clean
7556,Greenwood High School,North,Public,2023,Grade 12,Mathematics,40,17.0,57.0,0.0963,69.4,0.683,0.0324,6515.8,clean
9010,Greenwood High School,North,Public,2024,Grade 2,Arts,38,36.0,74.0,0.0993,66.1,0.7016,0.043,11400.44,clean
4340,Silverstone School,East,Private,2020,Grade 4,Arts,22,30.0,52.0,0.0124,77.8,,0.0498,4553.86,clean
10542,Willowbrook High,West,Public,2021,Grade 2,Social Studies,35,55.0,91.0,0.0222,59.8,0.511,0.0301,4849.7,near_duplicate
2504,Fairview Elementary,South,Public,2019,Grade 9,Social Studies,51,31.0,82.0,0.0406,54.5,0.5399,0.0651,11017.66,clean
2866,Silverstone School--,East,Private,2019,Grade 10,Mathematics,39,11.0,50.0,0.0213,84.5,0.8473,0.0664,6918.99,special_characters
4505,Greenwood High School,North,Public,2021,Grade 1,Arts,42,28.0,70.0,0.008,55.1,0.6061,0.062,5252.56,duplicate
8113,Northgate School,North,Public,2023,Grade 3,English,43,36.0,79.0,0.0418,63.9,0.6808,0.0392,3743.74,clean
5192,Eastbrook Institute,East,Charter,2021,Grade 7,Science,43,15.0,58.0,0.0456,76.3,0.7805,0.0309,9148.54,clean
660,Northgate School,North,Public,2018,Grade 12,Arts,66,45.0,111.0,,,0.6884,0.057,5805.33,missing_dropout
2547,Stonegate Secondary,East,Private,2019,Grade 6,Science,41,26.0,67.0,0.0872,72.9,,0.0605,8368.08,clean
4074,Stonegate Secondary,East,Private,2020,Grade 11,Social Studies,33,34.0,67.0,0.0524,78.8,0.883,0.0582,3271.26,clean
7029,Stonegate Secondary,East,Private,2022,Grade 2,Social Studies,36,8.0,44.0,0.0313,77.1,0.8292,0.0499,3165.95,clean
8026,Valleyview High,west,Public,2023,Grade 10,Mathematics,41,30.0,71.0,0.0196,75.0,0.7259,0.0403,9569.18,clean
4965,  Pinecrest Elementary,East,Public,2021,Grade 9,Arts,55,37.0,92.0,0.149,61.8,0.6758,0.0355,4586.79,clean
7627,Riverside School,East,Public,2023,Grade 2,Science,23,39.0,62.0,0.0583,78.7,0.7035,0.037,6228.62,clean
5151,*northgate school,North,Public,2021,Grade 11,Mathematics,14,41.0,55.0,0.0893,66.9,0.6666,0.0476,10506.02,special_characters
9894,Clearwater High,Central,Public,2024,Grade 11,Social Studies,42,38.0,80.0,0.0783,75.3,0.7003,0.064,11565.2,clean
4819,Maplewood Secondary,North,Public,2021,Grade 4,Social Studies,44,54.0,98.0,0.0587,74.0,0.7562,0.0336,6073.06,clean
8286,Southview Academy,South,Private,2023,Grade 2,Mathematics,21,34.0,55.0,0.0441,83.2,0.7942,0.0402,11913.62,clean
2037,Valleyview High,West,Public,2019,Grade 12,Science,49,22.0,71.0,0.1833,71.0,0.6838,0.0482,7560.87,clean
6382,Oakridge International,South,International,2022,Grade 5,Science,43,18.0,61.0,0.0266,78.3,0.7715,0.0576,11845.64,clean
10191,Cedar Ridge Academy,Central,International,2024,Grade 11,Mathematics,30,44.0,74.0,0.0357,84.1,0.7744,0.0428,7284.44,clean
8994,Bluebell Primary,Central,Public,2023,Grade 11,Social Studies,35,29.0,64.0,,58.8,0.6139,0.0362,4611.14,missing_dropout
6995,Fairview Elementary,South,Public,2022,Grade 7,Arts,35,30.0,65.0,0.0441,76.2,0.7143,0.0636,3706.48,clean
5018,Valleyview High,West,Public,2021,Grade 8,English,26,40.0,66.0,0.1079,52.9,0.4978,0.0434,6449.73,clean
1840,Maplewood Secondary,North,Public,2019,Grade 8,Arts,46,43.0,89.0,0.0272,81.0,0.7958,0.0335,10440.15,clean
9001,Greenwood High School,North,Public,2024,Grade 1,Mathematics,51,44.0,95.0,0.0147,61.2,0.5614,0.032,10538.97,clean
5620,Willowbrook High,West,Public,2021,Grade 8,Arts,45,31.0,76.0,,84.9,0.8338,0.0575,5966.23,missing_dropout
6724,Westfield Primary,West,Public,2022,Grade 1,Social Studies,47,44.0,91.0,,,0.7625,0.065,,missing_budget
9466,Pinecrest Elementary,East,Public,2024,Grade 10,Mathematics,64,31.0,95.0,0.0446,62.9,0.6226,0.0369,3991.33,clean
6012,Greenwood High School,North,Public,2022,Grade 3,Science,38,25.0,63.0,0.0815,81.0,0.7292,0.0321,5506.59,clean
2552,Stonegate Secondary,East,Private,2019,Grade 7,Science,33,38.0,71.0,0.1292,77.7,0.6596,0.052,11622.31,clean
7664,Riverside School,East,Public,2023,Grade 9,Social Studies,26,28.0,54.0,0.1279,83.7,0.7685,0.054,5653.38,clean
849,Clearwater High,Central,Public,2018,Grade 2,Social Studies,54,47.0,101.0,0.0372,57.2,0.6208,0.0324,9459.84,clean
8436,Brightstone School,North,Charter,2023,Grade 8,Maths.,21,36.0,57.0,0.05,68.1,0.6569,0.0356,,missing_budget
9969,Fairview Elementary,South,Public,2024,Grade 2,Social Studies,51,39.0,90.0,0.0202,65.0,0.629,0.0525,5230.29,clean
1802,Maplewood Secondary,North,Public,2019,Grade 1,Science,54,61.0,115.0,0.0197,53.4,0.4068,0.0392,6418.11,clean
2350,Clearwater High,Central,Public,2019,Grade 2,Arts,41,58.0,99.0,0.0044,64.1,0.6059,0.06,8863.77,clean
9630,Northgate School,North,Public,2024,Grade 6,Arts,43,53.0,96.0,0.0587,64.3,0.648,0.0414,3706.71,clean
8172,Eastbrook Institute,East,Charter,2023,Grade 3,Science,31,30.0,61.0,0.0462,77.2,,0.0621,3109.11,clean
7583,Sunset Academy,South,Private,2023,Grade 5,English,30,30.0,60.0,0.0729,74.9,0.7172,0.0508,6740.44,clean
4716,Hilltop Institute,West,Private,2021,Grade 8,Mathematics,35,28.0,63.0,0.0642,82.7,0.7172,0.0288,7813.47,clean
6948,Brightstone School,North,Charter,2022,Grade 10,English,32,36.0,68.0,0.3419,61.7,0.5706,0.0558,6337.27,clean
6386,Oakridge International,South,International,2022,Grade 6,Mathematics,32,37.0,69.0,0.0395,100.0,0.9712,0.0445,8034.24,clean
141,Riverside  School,East,Public,2018,Grade 5,Mathematics,47,61.0,108.0,0.0161,78.1,0.7618,0.064,4047.3,inconsistent_name
10575,,,,,,,,,,,,,,,completely_empty
6272,Lakeview Primary,Central,Public,2022,Grade 7,Science,-43,52.0,106.0,0.0333,59.1,0.5428,0.0613,4931.79,negative_count
10009,Fairview Elementary,South,Public,2024,Grade 10,Social Studies,43,45.0,88.0,0.054,76.1,0.8036,0.0421,6046.96,clean
1799,Lakeview Primary,Central,Public,2019,Grade 12,Social Studies,43,43.0,86.0,0.2638,78.3,0.7593,0.0369,3133.23,clean
2947,Bluebell Primary,Central,Public,2019,Grade 2,Science,44,27.0,71.0,0.0826,76.9,,0.0375,7356.17,clean
6860,Clearwater High,Central,Public,2022,Grade 4,Arts,37,46.0,83.0,0.0633,55.0,0.5645,0.0643,7072.88,clean
9488,Valleyview High,West,Public,2024,Grade 2,English,32,52.0,84.0,0.0468,80.0,0.8273,0.0438,5095.81,clean
5969,Bluebell Primary,Central,Public,2021,Grade 6,Social Studies,56,39.0,95.0,0.0355,70.1,0.6568,0.0496,10112.95,clean
10621,,,,,,,,,,,,,,,completely_empty
7108,Willowbrook High,West,Public,2022,Grade 6,English,40,31.0,71.0,0.0124,46.0,0.4838,0.0452,11041.26,clean
10425,Redwood Institute,West,Public,2024,Grade 9,Arts,23,35.0,58.0,0.1644,73.2,0.7491,0.0434,8825.42,clean
8193,Eastbrook Institute,East,Charter,2023,Grade 7,English,49,37.0,86.0,0.0359,78.4,0.8421,0.0502,11369.98,clean
3911,Brightstone School,North,Charter,2020,Grade 3,Mathematics,43,25.0,68.0,0.0622,78.1,0.8299,0.0571,9257.79,clean
8366,Clearwater High,Central,Public,2023,Grade 6,Mathematics,34,44.0,78.0,0.0971,,0.6673,0.0315,10189.2,missing_score
5885,Redwood Institute,West,Public,2021,Grade 1,Arts,28,47.0,75.0,0.0162,67.0,0.5921,0.0624,3255.52,clean
6951,Brightstone School,North,Charter,2022,Grade 11,Mathematics,45,49.0,94.0,0.0277,74.4,0.6733,0.049,4202.75,clean
6830,Southview Academy,South,Private,2022,GRADE 10,Arts,23,26.0,49.0,0.0743,71.4,0.7074,0.0293,5381.94,clean
204,Hilltop Institute,West,Private,2018,Grade 5,Social Studies,22,27.0,49.0,0.0933,80.1,0.71,0.0508,6340.55,clean
8184,Eastbrook Institute,East,Charter,2023,Grade 5,SS,25,32.0,57.0,0.0396,69.1,0.6581,0.0577,8693.43,clean
351,Maplewood Secondary,North,Public,2018,Grade 11,Mathematics,56,22.0,78.0,0.2354,76.7,0.7979,0.057,4968.43,clean
3416,Oakridge Intl,South,International,2020,Grade 12,Mathematics,13,28.0,41.0,0.0431,74.1,0.7359,0.0431,9138.84,inconsistent_name
9006,Greenwood High School,North,Public,2024,Grade 2,Mathematics,30,49.0,79.0,0.0388,66.3,0.6824,0.0617,5801.01,clean
4471,Bluebell Primary,Central,Public,2020,Grade 7,Mathematics,23,34.0,57.0,0.1141,74.0,0.7024,0.0538,6654.29,clean
2991,Bluebell Primary,Central,Public,2019,Grade 11,Mathematics,47,17.0,64.0,0.1931,56.8,0.656,0.048,11494.96,clean
5639,Willowbrook High,West,Public,2021,Grade 12,Social Studies,24,38.0,62.0,0.0377,,0.3798,0.0371,6638.19,missing_score
10591,,,,,,,,,,,,,,,completely_empty
10342,Silverstone School,East,Private,2024,Grade 5,Science,13,7.0,20.0,0.007,78.2,0.7707,0.0293,8465.68,clean
641,Northgate School,North,Public,2018,Grade 9,Mathematics,15,53.0,68.0,0.1355,88.1,0.8739,0.0426,,missing_budget
9568,Crestwood Academy,Central,Charter,2024,Grade 6,English,28,36.0,64.0,0.0677,76.6,0.7124,0.0549,3648.28,clean
5368,Clearwater High,Central,Public,2021-22,Grade 6,English,23,41.0,64.0,0.0279,70.6,0.7107,0.0474,6674.79,clean
9583,Crestwood Academy,Central,Charter,2024,Grade 9,English,37,30.0,67.0,0.073,74.8,0.7843,0.036,4162.51,clean
4346,Silverstone School,East,Private,2020,Grade 6,Mathematics,47,32.0,79.0,0.0421,87.9,0.8665,0.0328,7330.37,clean
10555,,,,,,,,,,,,,,,completely_empty
2919,Redwood Institute,West,Public,2019,Grade 8,Social Studies,43,44.0,87.0,0.043,59.9,0.6225,0.0355,10910.68,clean
1121,Willowbrook High,West,Public,2018,Grade 9,Mathematics,47,27.0,74.0,0.0525,44.0,0.3921,0.0581,9413.2,clean
10100,Willowbrook High,West,Public,2024,Grade 4,Arts,26,50.0,76.0,0.1002,72.4,0.7165,0.0534,,missing_budget
9719,Eastbrook Institute,East,Charter,2024,Grade 12,Social Studies,na,36.0,72.0,0.1083,64.5,0.6619,0.0617,6410.48,wrong_datatype
800,Southview Academy,South,Private,2018,Grade 4,Arts,43,38.0,81.0,0.0484,71.9,0.7522,0.0414,10287.07,clean
1492,Bluebell Primary,Central,Public,2018,Grade 11,Science,48,46.0,94.0,0.0911,67.3,0.6919,0.0665,8398.57,clean
9674,Eastbrook Institute,East,Charter,2024,Grade 3,Social Studies,33,36.0,69.0,0.0292,47.3,0.4142,0.0546,5472.06,clean
811,Southview Academy,South,Private,2018,Grade 7,Mathematics,20,37.0,57.0,0.0448,68.6,0.6284,0.0457,8636.2,clean
3773,Westfield Primary,West,Public,2020,Grade 11,English,37,34.0,71.0,0.0616,55.0,0.5061,0.0399,6245.61,clean
5294,Southview Academy,South,Private,2021,Grade 3,Social Studies,25,27.0,52.0,0.0852,82.8,0.8281,0.0498,5568.95,clean
8704,Harborview Academy,North,Public,2023,Grade 1,Social Studies,46,43.0,89.0,0.0116,73.7,0.7178,,7098.99,clean
2327,Southview Academy,South,Private,2019,Grade 10,Science,46,19.0,65.0,0.0338,79.1,0.8681,0.0454,7856.83,clean
2139,Northgate School,North,Public,2019,Grade 8,Social Studies,49,38.0,87.0,0.1739,50.2,0.4551,0.0382,3447.02,clean
3301,Maplewood Secondary,North,Public,2020,Grade 1,Mathematics,54,32.0,86.0,0.0274,64.6,0.7514,0.0652,8464.71,clean
1052,Stonegate Secondary,East,Private,2018,Grade 7,Science,32,12.0,44.0,0.1051,81.6,0.8547,0.0545,6160.98,clean
3313,Maplewood Secondary,North,Public,2020,Grade 3,English,71,46.0,117.0,0.0549,,0.6515,0.0423,11659.01,missing_score
1410,Redwood Institute,West,Public,2018,Grade 6,Arts,37,34.0,71.0,,67.1,0.6446,0.0431,8828.21,missing_dropout
6973,Fairview Elementary,South,Public,2022,Grade 3,English,46,35.0,81.0,0.0267,88.5,0.9,0.0595,4438.87,clean
5793,Meadowlands High,South,Charter,2021,Grade 7,English,20,15.0,35.0,0.0234,56.5,0.6101,0.052,7559.81,clean
8382,Clearwater High,Central,Public,2023,Grade 9,Science,26,18.0,44.0,0.2034,85.3,0.8058,0.0632,4028.86,clean
8575,Stonegate Secondary,East,Private,2023,Grade 11,Arts,39,37.0,76.0,0.1499,,0.7754,0.0464,9007.27,missing_score
224,Hilltop Institute,West,Private,2018,Grade 9,Social Studies,21,41.0,62.0,0.065,75.4,0.7618,0.0605,3034.38,clean
1204,Harborview Academy,North,Public,2018,Grade 1,Social Studies,45,50.0,95.0,0.0174,70.2,0.763,0.0332,5933.81,clean
5477,Fairview Elementary,South,Public,2021,Grade 4,Science,31,35.0,66.0,0.0296,73.8,0.7123,0.0307,5987.76,clean
9811,Southview Academy,South,Private,2024,Grade 7,Mathematics,28,24.0,52.0,0.0948,65.0,0.7019,0.0662,7915.17,clean
9322,Maplewood Secondary,North,Public,2024,Grade 5,Science,29,39.0,83.0,0.1281,94.4,0.9983,0.0352,7914.29,inconsistent_total
1763,Lakeview  Primary,Central,Public,2019,Grade 5,English,28,33.0,61.0,0.0813,68.6,0.7431,0.049,10747.21,inconsistent_name
5315,Southview Academy,South,Private,2021,Grade 7,Arts,24,41.0,65.0,0.0901,72.2,0.6804,0.0609,11369.67,clean
9171,Riverside School,East,Public,2024,Grade 11,Mathematics,25,41.0,66.0,0.0601,75.2,0.7289,0.0537,4357.3,clean
3697,Eastbrook Institute,East,Charter,2020,Grade 8,Science,51,40.0,91.0,0.0539,69.4,0.6805,0.042,5375.89,clean
7443,Bluebell Primary,Central,Public,2022,Grade 1,English,59,32.0,91.0,0.0208,76.5,0.8101,0.0298,4349.39,clean
7468,Bluebell Primary,Central,Public,2022,Grade 6,English,37,37.0,74.0,0.0124,69.3,0.7704,0.0433,6863.25,clean
8641,Cedar Ridge Academy,Centre,International,2030,Grade 1,Mathematics,33,19.0,52.0,0.0177,80.2,0.782,0.05,10452.16,invalid_year
2545,Stonegate Secondary,East,Private,2019,Grade 5,Arts,49,45.0,94.0,0.0224,92.5,0.9294,0.0634,8783.6,clean
8424,Brightstone School,North,Charter,2023,Grade 5,Social Studies,38,13.0,51.0,0.0458,67.6,0.7431,,6035.87,clean
7003,Fairview Elementary,Sur,Public,2022,Grade 9,English,31,49.0,98.0,0.1098,68.1,0.6933,0.0498,6080.61,inconsistent_total
6244,Lakeview Primary,Central,Public,2022,Grade 1,Social Studies,37,33.0,70.0,0.0121,,0.4393,0.057,4424.26,missing_score
1712,Hilltop Institute,West,Private,2019,Grade 7,Science,37,27.0,64.0,,76.4,0.7911,0.0356,6119.76,missing_dropout
578,Crestwood Academy,Central,Charter,2018,Grade 8,English,32,14.0,46.0,,84.3,0.83,0.032,11653.89,missing_dropout
9295, Lakeview Primary , Central,Public,2024,Grade 11,Arts,22,48.0,70.0,0.0724,64.3,0.676,0.0586,6970.58,clean
8981,Bluebell Primary,Central,Public,2023,Grade 9,Mathematics,43,44.0,87.0,0.0029,85.3,0.8269,0.0583,4529.8,clean
526,Valleyview High,West,Public,2018,Grade 10,Mathematics,41,40.0,81.0,0.1803,58.9,0.6014,0.0315,3162.26,clean
1184,Cedar Ridge Academy,Central,International,2018,Grade 9,Social Studies,13,6.0,19.0,0.0257,67.1,0.664,0.0567,4153.22,clean
9027,Greenwood High School,North,Public,2024,Grade 6,Science,29,36.0,65.0,0.0434,,0.6907,0.0633,10793.62,missing_score
1026,Stonegate Secondary,East,Private,2018,Grade 2,mathematics,28,14.0,42.0,0.0432,83.9,0.8943,0.0316,5180.97,clean
6991,Fairview Elementary,South,Public,2022,Grade 7,Mathematics,32,41.0,73.0,0.008,91.9,0.8947,0.0575,9258.48,clean
27,Greenwood High School,North,Public,2018,Grade 6,Science,61,46.0,107.0,0.0054,58.5,0.5793,0.0295,11663.84,clean
3028,Greenwood High School,North,Public,2020,Grade 6,English,56,46.0,102.0,0.1488,68.4,0.6462,0.0314,8047.32,clean
1302,Meadowlands High,South,Charter,2018,Grade 9,Science,49,14.0,63.0,0.0535,65.5,0.6973,0.0298,7653.13,clean
3942,Brightstone School,North,Charter,2020,Grade 9,Science,32,25.0,57.0,0.0454,57.6,0.4787,0.0361,3085.96,clean
